trading_date,contract,price,contract_type,delivery_start,delivery_end
04/02/2021,2023,16.13,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
05/02/2021,2023,16.38,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
08/02/2021,2023,16.73,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
09/02/2021,2023,16.62,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
10/02/2021,2023,16.52,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
11/02/2021,2023,16.32,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
12/02/2021,2023,16.3,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
15/02/2021,2023,16.29,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
16/02/2021,2023,16.31,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
17/02/2021,2023,16.37,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
18/02/2021,2023,16.4,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
19/02/2021,2023,16.26,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
22/02/2021,2023,16.18,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
23/02/2021,2023,16.32,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
24/02/2021,2023,16.55,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
25/02/2021,2023,16.43,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
26/02/2021,2023,16.43,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
01/03/2021,2023,16.45,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
02/03/2021,2023,16.42,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
03/03/2021,2023,16.31,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
04/03/2021,2023,16.52,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
05/03/2021,2023,16.71,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
08/03/2021,2023,16.75,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
09/03/2021,2023,16.86,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
10/03/2021,2023,16.97,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
11/03/2021,2023,17.08,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
12/03/2021,2023,17.1,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
15/03/2021,2023,17,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
16/03/2021,2023,16.99,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
17/03/2021,2023,16.99,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
18/03/2021,2023,16.9,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
19/03/2021,2023,16.81,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
22/03/2021,2023,17.12,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
23/03/2021,2023,17.14,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
24/03/2021,2023,17.18,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
25/03/2021,2023,17,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
26/03/2021,2023,17.09,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
29/03/2021,2023,17.07,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
30/03/2021,2023,17.17,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
31/03/2021,2023,17.18,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
01/04/2021,2023,17.28,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
06/04/2021,2023,17.41,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
07/04/2021,2023,17.23,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
08/04/2021,2023,17.1,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
09/04/2021,2023,17.08,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
12/04/2021,2023,17.23,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
13/04/2021,2023,17.11,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
14/04/2021,2023,17.23,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
15/04/2021,2023,17.38,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
16/04/2021,2023,17.48,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
19/04/2021,2023,17.47,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
20/04/2021,2023,17.52,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
21/04/2021,2023,17.57,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
22/04/2021,2023,17.65,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
23/04/2021,2023,17.43,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
26/04/2021,2023,17.27,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
27/04/2021,2023,17.51,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
28/04/2021,2023,17.55,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
29/04/2021,2023,17.86,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
30/04/2021,2023,17.98,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
03/05/2021,2023,18.42,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
04/05/2021,2023,18.14,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
05/05/2021,2023,18.23,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
06/05/2021,2023,18.48,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
07/05/2021,2023,18.47,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
10/05/2021,2023,18.85,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
11/05/2021,2023,19.16,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
12/05/2021,2023,19.48,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
13/05/2021,2023,19.21,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
14/05/2021,2023,19.32,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
17/05/2021,2023,19.25,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
18/05/2021,2023,18.82,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
19/05/2021,2023,17.8,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
20/05/2021,2023,18.63,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
21/05/2021,2023,18.34,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
24/05/2021,2023,18.18,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
25/05/2021,2023,18.41,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
26/05/2021,2023,18.4,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
27/05/2021,2023,18.05,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
28/05/2021,2023,18.01,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
31/05/2021,2023,18.04,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
01/06/2021,2023,18.29,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
02/06/2021,2023,18.05,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
03/06/2021,2023,18.01,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
04/06/2021,2023,18.08,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
07/06/2021,2023,18.4,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
08/06/2021,2023,18.65,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
09/06/2021,2023,18.78,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
10/06/2021,2023,19.02,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
11/06/2021,2023,18.8,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
14/06/2021,2023,19.07,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
15/06/2021,2023,18.7,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
16/06/2021,2023,18.53,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
17/06/2021,2023,18.7,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
18/06/2021,2023,19.02,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
21/06/2021,2023,19.15,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
22/06/2021,2023,19.45,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
23/06/2021,2023,19.61,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
24/06/2021,2023,19.62,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
25/06/2021,2023,19.75,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
28/06/2021,2023,19.74,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
29/06/2021,2023,19.86,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
30/06/2021,2023,19.97,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
01/07/2021,2023,20.01,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
02/07/2021,2023,19.87,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
05/07/2021,2023,19.9,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
06/07/2021,2023,19.51,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
07/07/2021,2023,19.57,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
08/07/2021,2023,19.67,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
09/07/2021,2023,20.08,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
12/07/2021,2023,19.7,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
13/07/2021,2023,19.81,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
14/07/2021,2023,19.78,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
15/07/2021,2023,19.61,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
16/07/2021,2023,19.65,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
19/07/2021,2023,19.54,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
20/07/2021,2023,19.44,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
21/07/2021,2023,19.72,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
22/07/2021,2023,19.73,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
23/07/2021,2023,19.85,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
26/07/2021,2023,19.98,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
27/07/2021,2023,20.09,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
28/07/2021,2023,20.43,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
29/07/2021,2023,20.53,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
30/07/2021,2023,20.61,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
02/08/2021,2023,20.53,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
03/08/2021,2023,20.61,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
04/08/2021,2023,20.85,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
05/08/2021,2023,21.18,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
06/08/2021,2023,21.66,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
09/08/2021,2023,21.56,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
10/08/2021,2023,22.06,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
11/08/2021,2023,22.44,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
12/08/2021,2023,22.81,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
13/08/2021,2023,22.75,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
16/08/2021,2023,23.08,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
17/08/2021,2023,23.01,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
18/08/2021,2023,22.88,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
19/08/2021,2023,21.93,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
20/08/2021,2023,22.36,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
23/08/2021,2023,22.58,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
24/08/2021,2023,22.96,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
25/08/2021,2023,22.8,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
26/08/2021,2023,22.93,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
27/08/2021,2023,23.09,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
30/08/2021,2023,23.45,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
31/08/2021,2023,23.36,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
01/09/2021,2023,23.47,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
02/09/2021,2023,23.73,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
03/09/2021,2023,23.8,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
06/09/2021,2023,23.98,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
07/09/2021,2023,23.94,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
08/09/2021,2023,24.21,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
09/09/2021,2023,24.59,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
10/09/2021,2023,24.43,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
13/09/2021,2023,24.66,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
14/09/2021,2023,25.1,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
15/09/2021,2023,25.59,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
16/09/2021,2023,25.1,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
17/09/2021,2023,25.23,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
20/09/2021,2023,25.66,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
21/09/2021,2023,25.64,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
22/09/2021,2023,26.21,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
23/09/2021,2023,27,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
24/09/2021,2023,28.58,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
27/09/2021,2023,29.73,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
28/09/2021,2023,29.7,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
29/09/2021,2023,30.61,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
30/09/2021,2023,31.65,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
01/10/2021,2023,31.68,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
04/10/2021,2023,33.17,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
05/10/2021,2023,34.3,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
06/10/2021,2023,32.06,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
07/10/2021,2023,30.97,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
08/10/2021,2023,30.37,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
11/10/2021,2023,30.4,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
12/10/2021,2023,31.05,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
13/10/2021,2023,30.86,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
14/10/2021,2023,32.26,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
15/10/2021,2023,32.88,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
18/10/2021,2023,33.4,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
19/10/2021,2023,33.42,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
20/10/2021,2023,33.61,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
21/10/2021,2023,33.1,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
22/10/2021,2023,33,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
25/10/2021,2023,33.63,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
26/10/2021,2023,33.65,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
27/10/2021,2023,33.41,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
28/10/2021,2023,31.96,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
29/10/2021,2023,31.36,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
01/11/2021,2023,30.54,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
02/11/2021,2023,31.29,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
03/11/2021,2023,32.23,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
04/11/2021,2023,31.95,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
05/11/2021,2023,31.55,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
08/11/2021,2023,32.16,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
09/11/2021,2023,31.2,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
10/11/2021,2023,31.22,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
11/11/2021,2023,30.63,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
12/11/2021,2023,31.16,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
15/11/2021,2023,31.65,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
16/11/2021,2023,32.99,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
17/11/2021,2023,32.97,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
18/11/2021,2023,33.63,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
19/11/2021,2023,32.67,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
22/11/2021,2023,32.27,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
23/11/2021,2023,33.06,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
24/11/2021,2023,34,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
25/11/2021,2023,35.12,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
26/11/2021,2023,33.87,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
29/11/2021,2023,34.41,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
30/11/2021,2023,34.55,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
01/12/2021,2023,34.9,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
02/12/2021,2023,35.01,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
03/12/2021,2023,35.59,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
06/12/2021,2023,36.53,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
07/12/2021,2023,38.98,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
08/12/2021,2023,41.9,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
09/12/2021,2023,39.93,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
10/12/2021,2023,41.78,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
13/12/2021,2023,43.46,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
14/12/2021,2023,42.41,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
15/12/2021,2023,42.01,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
16/12/2021,2023,45.01,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
17/12/2021,2023,46.24,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
20/12/2021,2023,51.08,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
21/12/2021,2023,59.88,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
22/12/2021,2023,60.49,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
23/12/2021,2023,54.91,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
24/12/2021,2023,51.49,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
27/12/2021,2023,49.64,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
28/12/2021,2023,49.75,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
29/12/2021,2023,49.93,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
30/12/2021,2023,46.52,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
31/12/2021,2023,42,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
03/01/2022,2023,45.74,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
04/01/2022,2023,48.4,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
05/01/2022,2023,50.1,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
06/01/2022,2023,51.2,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
07/01/2022,2023,48.62,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
10/01/2022,2023,47.72,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
11/01/2022,2023,46.13,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
12/01/2022,2023,43.92,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
13/01/2022,2023,44.33,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
14/01/2022,2023,44.82,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
17/01/2022,2023,43.88,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
18/01/2022,2023,43.83,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
19/01/2022,2023,43.28,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
20/01/2022,2023,44.02,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
21/01/2022,2023,45.2,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
24/01/2022,2023,49.29,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
25/01/2022,2023,50.52,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
26/01/2022,2023,52.35,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
27/01/2022,2023,54.3,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
28/01/2022,2023,56.74,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
31/01/2022,2023,54.96,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
01/02/2022,2023,50.77,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
02/02/2022,2023,51.74,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
03/02/2022,2023,52.79,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
04/02/2022,2023,55.21,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
07/02/2022,2023,54.27,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
08/02/2022,2023,53.59,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
09/02/2022,2023,52.05,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
10/02/2022,2023,52.4,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
11/02/2022,2023,54.69,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
14/02/2022,2023,56.5,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
15/02/2022,2023,51.87,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
16/02/2022,2023,51.33,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
17/02/2022,2023,52.57,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
18/02/2022,2023,52.38,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
21/02/2022,2023,52.41,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
22/02/2022,2023,57.51,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
23/02/2022,2023,63.04,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
24/02/2022,2023,78.92,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
25/02/2022,2023,62.28,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
28/02/2022,2023,62.16,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
01/03/2022,2023,69.91,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
02/03/2022,2023,81.36,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
03/03/2022,2023,79.41,year,2023-01-01 00:00:00+01:00,2023-12-31 23:00:00+01:00
