trading_date,contract,price,contract_type,delivery_start,delivery_end
16/09/2021,Oct/21,61.2,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
17/09/2021,Oct/21,64.92,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
20/09/2021,Oct/21,75.04,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
21/09/2021,Oct/21,73.78,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
22/09/2021,Oct/21,71.69,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
23/09/2021,Oct/21,69.47,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
24/09/2021,Oct/21,70.45,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
27/09/2021,Oct/21,77.1,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
28/09/2021,Oct/21,78.89,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
29/09/2021,Oct/21,85.74,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
30/09/2021,Oct/21,85.74,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
01/10/2021,Oct/21,85.74,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
04/10/2021,Oct/21,85.74,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
05/10/2021,Oct/21,85.74,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
06/10/2021,Oct/21,85.74,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
07/10/2021,Oct/21,85.74,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
08/10/2021,Oct/21,85.74,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
11/10/2021,Oct/21,85.74,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
12/10/2021,Oct/21,85.74,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
13/10/2021,Oct/21,85.74,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
14/10/2021,Oct/21,85.74,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
15/10/2021,Oct/21,85.74,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
18/10/2021,Oct/21,85.74,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
19/10/2021,Oct/21,85.74,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
20/10/2021,Oct/21,85.74,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
21/10/2021,Oct/21,85.74,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
22/10/2021,Oct/21,85.74,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
25/10/2021,Oct/21,85.74,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
26/10/2021,Oct/21,85.74,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
27/10/2021,Oct/21,85.74,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
28/10/2021,Oct/21,85.74,month,2021-10-01 02:00:00+02:00,2021-11-01 00:00:00+01:00
29/06/2021,Nov/21,33.66,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
30/06/2021,Nov/21,35.11,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
01/07/2021,Nov/21,36.5,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
02/07/2021,Nov/21,36.23,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
05/07/2021,Nov/21,38.32,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
06/07/2021,Nov/21,35.15,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
07/07/2021,Nov/21,32.83,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
08/07/2021,Nov/21,33.61,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
09/07/2021,Nov/21,37.43,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
12/07/2021,Nov/21,35.18,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
13/07/2021,Nov/21,36.05,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
14/07/2021,Nov/21,35.57,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
15/07/2021,Nov/21,34.68,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
16/07/2021,Nov/21,35.34,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
19/07/2021,Nov/21,36.47,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
20/07/2021,Nov/21,35.96,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
21/07/2021,Nov/21,36.53,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
22/07/2021,Nov/21,36.85,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
23/07/2021,Nov/21,36.29,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
26/07/2021,Nov/21,37.45,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
27/07/2021,Nov/21,38.04,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
28/07/2021,Nov/21,39.66,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
29/07/2021,Nov/21,41.24,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
30/07/2021,Nov/21,40.52,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
02/08/2021,Nov/21,42.01,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
03/08/2021,Nov/21,41.01,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
04/08/2021,Nov/21,41.91,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
05/08/2021,Nov/21,42.96,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
06/08/2021,Nov/21,43.2,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
09/08/2021,Nov/21,43.12,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
10/08/2021,Nov/21,44.98,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
11/08/2021,Nov/21,46.4,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
12/08/2021,Nov/21,46.38,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
13/08/2021,Nov/21,45.05,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
16/08/2021,Nov/21,47.7,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
17/08/2021,Nov/21,46.81,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
18/08/2021,Nov/21,45.09,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
19/08/2021,Nov/21,39.84,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
20/08/2021,Nov/21,41.94,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
23/08/2021,Nov/21,41.98,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
24/08/2021,Nov/21,44.63,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
25/08/2021,Nov/21,45.24,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
26/08/2021,Nov/21,45.57,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
27/08/2021,Nov/21,47.46,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
30/08/2021,Nov/21,49.03,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
31/08/2021,Nov/21,49.73,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
01/09/2021,Nov/21,49.06,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
02/09/2021,Nov/21,51.12,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
03/09/2021,Nov/21,51.58,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
06/09/2021,Nov/21,52.22,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
07/09/2021,Nov/21,53.39,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
08/09/2021,Nov/21,55.28,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
09/09/2021,Nov/21,56.49,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
10/09/2021,Nov/21,57.99,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
13/09/2021,Nov/21,61.49,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
14/09/2021,Nov/21,65.44,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
15/09/2021,Nov/21,70.78,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
16/09/2021,Nov/21,61.5,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
17/09/2021,Nov/21,65.17,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
20/09/2021,Nov/21,75.25,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
21/09/2021,Nov/21,74.05,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
22/09/2021,Nov/21,71.96,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
23/09/2021,Nov/21,69.9,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
24/09/2021,Nov/21,70.5,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
27/09/2021,Nov/21,77.63,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
28/09/2021,Nov/21,79.49,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
29/09/2021,Nov/21,86.14,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
30/09/2021,Nov/21,96.89,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
01/10/2021,Nov/21,94.18,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
04/10/2021,Nov/21,96.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
05/10/2021,Nov/21,116.2,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
06/10/2021,Nov/21,109.59,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
07/10/2021,Nov/21,97.31,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
08/10/2021,Nov/21,87.31,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
11/10/2021,Nov/21,85.44,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
12/10/2021,Nov/21,85.87,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
13/10/2021,Nov/21,93.45,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
14/10/2021,Nov/21,102.51,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
15/10/2021,Nov/21,94.06,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
18/10/2021,Nov/21,94.01,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
19/10/2021,Nov/21,90.65,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
20/10/2021,Nov/21,93.83,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
21/10/2021,Nov/21,88.5,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
22/10/2021,Nov/21,87.43,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
25/10/2021,Nov/21,89.49,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
26/10/2021,Nov/21,88.6,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
27/10/2021,Nov/21,86.87,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
28/10/2021,Nov/21,76.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
29/10/2021,Nov/21,76.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
01/11/2021,Nov/21,76.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
02/11/2021,Nov/21,76.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
03/11/2021,Nov/21,76.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
04/11/2021,Nov/21,76.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
05/11/2021,Nov/21,76.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
08/11/2021,Nov/21,76.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
09/11/2021,Nov/21,76.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
10/11/2021,Nov/21,76.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
11/11/2021,Nov/21,76.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
12/11/2021,Nov/21,76.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
15/11/2021,Nov/21,76.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
16/11/2021,Nov/21,76.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
17/11/2021,Nov/21,76.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
18/11/2021,Nov/21,76.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
19/11/2021,Nov/21,76.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
22/11/2021,Nov/21,76.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
23/11/2021,Nov/21,76.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
24/11/2021,Nov/21,76.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
25/11/2021,Nov/21,76.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
26/11/2021,Nov/21,76.77,month,2021-11-01 01:00:00+01:00,2021-12-01 00:00:00+01:00
20/07/2021,Dec/21,35.65,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
21/07/2021,Dec/21,36.49,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
22/07/2021,Dec/21,36.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
23/07/2021,Dec/21,36.08,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
26/07/2021,Dec/21,37.33,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
27/07/2021,Dec/21,37.92,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
28/07/2021,Dec/21,39.83,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
29/07/2021,Dec/21,41.4,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
30/07/2021,Dec/21,40.61,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
02/08/2021,Dec/21,41.74,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
03/08/2021,Dec/21,40.74,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
04/08/2021,Dec/21,41.57,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
05/08/2021,Dec/21,42.54,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
06/08/2021,Dec/21,42.94,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
09/08/2021,Dec/21,42.8,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
10/08/2021,Dec/21,44.67,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
11/08/2021,Dec/21,46.23,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
12/08/2021,Dec/21,46.21,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
13/08/2021,Dec/21,44.96,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
16/08/2021,Dec/21,47.93,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
17/08/2021,Dec/21,47.21,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
18/08/2021,Dec/21,45.33,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
19/08/2021,Dec/21,40.24,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
20/08/2021,Dec/21,42.38,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
23/08/2021,Dec/21,42.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
24/08/2021,Dec/21,45.24,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
25/08/2021,Dec/21,45.89,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
26/08/2021,Dec/21,46.2,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
27/08/2021,Dec/21,48.08,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
30/08/2021,Dec/21,49.8,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
31/08/2021,Dec/21,50.41,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
01/09/2021,Dec/21,49.74,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
02/09/2021,Dec/21,51.84,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
03/09/2021,Dec/21,51.53,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
06/09/2021,Dec/21,52.62,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
07/09/2021,Dec/21,53.8,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
08/09/2021,Dec/21,55.52,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
09/09/2021,Dec/21,56.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
10/09/2021,Dec/21,58.03,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
13/09/2021,Dec/21,61.56,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
14/09/2021,Dec/21,65.47,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
15/09/2021,Dec/21,70.76,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
16/09/2021,Dec/21,61.45,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
17/09/2021,Dec/21,65.08,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
20/09/2021,Dec/21,75.22,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
21/09/2021,Dec/21,74,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
22/09/2021,Dec/21,71.94,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
23/09/2021,Dec/21,69.97,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
24/09/2021,Dec/21,70.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
27/09/2021,Dec/21,77.61,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
28/09/2021,Dec/21,79.5,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
29/09/2021,Dec/21,86.15,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
30/09/2021,Dec/21,97.11,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
01/10/2021,Dec/21,94.47,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
04/10/2021,Dec/21,96.96,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
05/10/2021,Dec/21,116.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
06/10/2021,Dec/21,110.05,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
07/10/2021,Dec/21,97.88,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
08/10/2021,Dec/21,87.62,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
11/10/2021,Dec/21,86.3,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
12/10/2021,Dec/21,86.08,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
13/10/2021,Dec/21,93.67,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
14/10/2021,Dec/21,102.82,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
15/10/2021,Dec/21,94.22,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
18/10/2021,Dec/21,94.17,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
19/10/2021,Dec/21,90.97,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
20/10/2021,Dec/21,93.62,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
21/10/2021,Dec/21,88.9,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
22/10/2021,Dec/21,87.11,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
25/10/2021,Dec/21,89.17,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
26/10/2021,Dec/21,88.34,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
27/10/2021,Dec/21,86.92,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
28/10/2021,Dec/21,76.8,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
29/10/2021,Dec/21,64.39,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
01/11/2021,Dec/21,65.2,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
02/11/2021,Dec/21,66.89,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
03/11/2021,Dec/21,76.19,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
04/11/2021,Dec/21,73.3,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
05/11/2021,Dec/21,73.84,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
08/11/2021,Dec/21,78.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
09/11/2021,Dec/21,72.61,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
10/11/2021,Dec/21,69.71,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
11/11/2021,Dec/21,74.45,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
12/11/2021,Dec/21,75.3,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
15/11/2021,Dec/21,79.95,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
16/11/2021,Dec/21,94,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
17/11/2021,Dec/21,95.15,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
18/11/2021,Dec/21,95,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
19/11/2021,Dec/21,87.25,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
22/11/2021,Dec/21,83.61,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
23/11/2021,Dec/21,90.38,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
24/11/2021,Dec/21,93.65,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
25/11/2021,Dec/21,93.56,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
26/11/2021,Dec/21,87.83,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
29/11/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
30/11/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
01/12/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
02/12/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
03/12/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
06/12/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
07/12/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
08/12/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
09/12/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
10/12/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
13/12/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
14/12/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
15/12/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
16/12/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
17/12/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
20/12/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
21/12/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
22/12/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
23/12/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
24/12/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
27/12/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
28/12/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
29/12/2021,Dec/21,93.55,month,2021-12-01 01:00:00+01:00,2022-01-01 00:00:00+01:00
24/08/2021,Jan/22,44.12,month,2022-01-01 01:00:00+01:00,2022-02-01 00:00:00+01:00
25/08/2021,Jan/22,44.8,month,2022-01-01 01:00:00+01:00,2022-02-01 00:00:00+01:00
26/08/2021,Jan/22,45.35,month,2022-01-01 01:00:00+01:00,2022-02-01 00:00:00+01:00
27/08/2021,Jan/22,46.97,month,2022-01-01 01:00:00+01:00,2022-02-01 00:00:00+01:00
30/08/2021,Jan/22,48.34,month,2022-01-01 01:00:00+01:00,2022-02-01 00:00:00+01:00
31/08/2021,Jan/22,49.17,month,2022-01-01 01:00:00+01:00,2022-02-01 00:00:00+01:00
